,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
62,7db7c1722aca517b1560062096578df8bba59497,2013-09-16 21:17:11+00:00,SQL_INJECTION,,,,
63,e42db13989705b0fd14fb3476f2d757d19ddba0a,2013-09-16 23:00:54+00:00,SQL_INJECTION,,,,
64,97f7640fff215c92c142aaf00552eae222ac0d2c,2013-09-19 23:00:36+00:00,SQL_INJECTION,,,,
65,01ddd0fed9dd8e2ed68448e5d548b6ac02923f88,2013-09-23 18:06:42+00:00,SQL_INJECTION,,,,
66,e1d42c2517c86de00d01b6b43ccbd73004527805,2013-09-23 22:43:34+00:00,SQL_INJECTION,,,,
67,5f673938632e91a5654e939e2d858b3d0d802f40,2013-09-29 05:44:16+00:00,CVE-2013-5212,,,,
68,f455d3f1ab70a79e19ef0c768a6a98f04e0db457,2013-10-03 13:52:57+00:00,SQL_INJECTION,,,,
69,9acfde777703569c2b7948c8d0babeae7de4b278,2013-10-04 15:33:14+00:00,SQL_INJECTION,,,,
70,1cef7571b4b4345e2cf14052ece12f1fb0337ac0,2013-10-10 03:04:05+00:00,SQL_INJECTION,,,,
71,5c496b9fa517e3cf426db1b2f8ed4873beb114e9,2013-10-15 13:15:42+00:00,SQL_INJECTION,,,,
72,3581fd765cf8e046cc86eed1d355345733a200c5,2013-10-21 16:26:18+00:00,CVE-2013-4450,CWE-20,2013-10-21T17:55Z,MEDIUM,2.9
73,cd73d91423416fddf8ee3fcfd6efac151d2d51fb,2013-10-21 16:36:16+00:00,CVE-2013-4450,CWE-20,2013-10-21T17:55Z,MEDIUM,2.9
74,135f790e2c842b3e0179f585b10277af6d469825,2013-10-24 20:09:51+00:00,SQL_INJECTION,,,,
75,7fedb7970d16d59815a9fba6a877fc48b63063dc,2013-11-04 08:48:16+00:00,SQL_INJECTION,,,,
76,796e92301daa4f017bd0a8e094e490b4e6227909,2013-11-05 14:47:21+00:00,SQL_INJECTION,,,,
77,d0e74dca9e638911dd24845dd6384676da14c492,2013-11-05 23:00:52+00:00,SQL_INJECTION,,,,
78,161206b6378b1b45a7b27b78dff93b9b523b01bf,2013-11-14 05:55:11+00:00,SQL_INJECTION,,,,
79,e06476a108ece2809ef75f10cea70d9033ee2070,2013-11-15 16:57:54+00:00,SQL_INJECTION,,,,
80,70955a2c6d1f4c1a94600da193dbf90aefc72843,2013-11-17 06:04:22+00:00,SQL_INJECTION,,,,
81,20694d47608156ff8e9a63cae6af7b70b007c203,2013-11-17 06:04:22+00:00,SQL_INJECTION,,,,
82,c58e65830aae8d761c182463eb479039b8f338e3,2013-11-17 06:04:22.135447+00:00,SQL_INJECTION,,,,
83,399da727c86715dae341d2fd2e5303d5c377b9b0,2013-11-22 20:03:05+00:00,CVE-2013-4585,,,,
84,0ac3953640b3cbbb086cafd313429c821afaeed2,2013-12-03 00:59:02+00:00,SQL_INJECTION,,,,
85,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-6416,CWE-79,2013-12-07T00:55Z,MEDIUM,2.9
86,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-0155,CWE-264,2013-01-13T22:55Z,MEDIUM,4.9
87,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-6417,CWE-264,2013-12-07T00:55Z,MEDIUM,4.9
88,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-6414,CWE-20,2013-12-07T00:55Z,MEDIUM,2.9
89,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-6415,CWE-79,2013-12-07T00:55Z,MEDIUM,2.9
90,55f829b7b3033cce66198847cf706fdaf31bdcba,2013-12-03 20:47:37+00:00,CVE-2013-4491,CWE-79,2013-12-07T00:55Z,MEDIUM,2.9
91,88fdae28a016d4ce2da9c3ca8446b9a0a742327d,2013-12-07 10:26:58+00:00,SQL_INJECTION,,,,
92,3b64330229a29d436522056f02312f3139ae2a07,2013-12-07 10:46:52+00:00,SQL_INJECTION,,,,
93,3ad8d7a30b78e1cd5b67b2debfdf43c3e5ca6a23,2013-12-07 10:47:38+00:00,SQL_INJECTION,,,,
94,63ab8f88c8d0a57ca9bcb17ee399b2283f5fcf09,2013-12-07 15:46:52+00:00,SQL_INJECTION,,,,
95,cd0231e4974857b177c33e08e52e6829873b477a,2013-12-11 15:03:08+00:00,SQL_INJECTION,,,,
96,8c071155497756565e7ec5a395c1f18f581b1a80,2013-12-16 20:48:44+00:00,SQL_INJECTION,,,,
97,062d14ced91d1e3bb6f071aec7be9f5a4f49123f,2013-12-21 00:08:36+00:00,SQL_INJECTION,,,,
98,ac097a2fef35bb08dd03479e11170b90e1ba6679,2013-12-21 08:51:45+00:00,SQL_INJECTION,,,,
99,59b1f9e003b9858796bbbe7f5f476b3cba527c26,2013-12-21 19:41:31+00:00,SQL_INJECTION,,,,
100,3fdd55aae1e5303b5fb256c18b59bde8536acd34,2013-12-24 15:22:39+00:00,SQL_INJECTION,,,,
101,6957ba5348135bbdee250bd536d53a7779ff99e7,2013-12-26 08:16:47+00:00,SQL_INJECTION,,,,
102,6ed77576195866819411628e917cd157e2a61361,2013-12-31 18:20:52+00:00,SQL_INJECTION,,,,
103,f3ded9bb62d12b9e3d5c7a1bfd8682fdbaa5205e,2014-01-13 21:51:53+00:00,SQL_INJECTION,,,,
104,007a1c5b62bf498fc24015c7108a2c355a797352,2014-01-14 02:13:54+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
105,3c556e8a3f893092cb64528ba589e4f71cc29687,2014-01-14 02:20:00+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
106,c80748313f93757b28f2bd3bd3d594e1e8e03d80,2014-01-14 02:40:00+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
107,84b4da47170adec265b555637c436c55bc3934f9,2014-01-14 02:40:13+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
108,7ade249b4cc6d4bf5051f3aaeec66f258b31c2b5,2014-01-14 10:22:00+00:00,SQL_INJECTION,,,,
109,12fa46ba1c6efb9ddac7bfdef7f4f6909781c801,2014-01-14 15:58:03+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
110,9205bcce8187f5ccc6b92b1fa20d38d8f3bc0028,2014-01-14 15:58:03+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
111,d9977d62b26534555c0708acde0e7ae029e6d8ea,2014-01-14 15:58:59+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
112,198d571e6e5202ebd8531d92e5316cece3392a61,2014-01-14 15:58:59+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
113,bbb1738b6a93e82d2f7d2b671687a05dd1ebd859,2014-01-14 17:46:13+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
114,bbb1738b6a93e82d2f7d2b671687a05dd1ebd859,2014-01-14 17:46:13+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
115,16d4932c7dbdd46c8569f7792471ad69daf92386,2014-01-14 17:58:14+00:00,CVE-2014-0014,CWE-79,2018-02-15T21:29Z,LOW,2.9
116,16d4932c7dbdd46c8569f7792471ad69daf92386,2014-01-14 17:58:14+00:00,CVE-2014-0013,CWE-79,2018-02-15T21:29Z,LOW,2.9
117,a148bccab92942cec98f42f97c7026992b8b65cd,2014-01-16 17:01:17+00:00,SQL_INJECTION,,,,
118,a10777d9d6e7a107f9d31dd35e57683b384cc9f5,2014-02-03 02:22:51+00:00,SQL_INJECTION,,,,
119,053e55a9d1991cb4104a6100f3dbfefab2f4dc68,2014-02-03 19:52:19+00:00,CVE-2014-1850,,,,
120,b7fe180d850da71b0ac639ff741b0c590b4cd6eb,2014-02-07 14:15:21+00:00,CVE-2014-0050,CWE-264,2014-04-01T06:27Z,HIGH,6.4
121,7cd01f71cbf3688c22b095dfd9bab2fae5db3c39,2014-02-07 14:15:47+00:00,CVE-2014-0050,CWE-264,2014-04-01T06:27Z,HIGH,6.4
122,83baab02bdff34542c468323816c344721d40c33,2014-02-07 18:56:23+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
123,94b28b8773acf894c4d7d7fccf4411a706292436,2014-02-07 19:03:14+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
124,45ee8df2a0efc0afe233d6b9b17045782a2e6b2d,2014-02-07 19:14:27+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
125,12749841c41fd46d773a5d91db26210e2bf97867,2014-02-07 19:16:21+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
126,cfdadb3fc42336b305b119fefd2bf484d9b809fb,2014-02-08 16:50:20+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
127,25d77dc8ce3b86a1a332414f6ee0f7d76a884660,2014-02-08 16:53:25+00:00,CVE-2014-0046,CWE-79,2014-02-27T15:55Z,LOW,2.9
128,74e955401cae706a1b5e6b9efcaa0b75454fbbad,2014-02-11 14:22:47+00:00,SQL_INJECTION,,,,
129,e1f64ea548388eddde5de0a4c69bb64565c2ff2f,2014-02-18 08:55:21+00:00,SQL_INJECTION,,,,
130,1b92f90ed1fd681e398c7dac581c2c785d0a9111,2014-02-20 14:58:38+00:00,CVE-2014-0053,CWE-264,2014-04-15T23:55Z,MEDIUM,2.9
131,0266261563d755d0fe9d90756c0609627711e0ca,2014-02-28 14:27:44+00:00,CVE-2014-0053,CWE-264,2014-04-15T23:55Z,MEDIUM,2.9
132,0b3f6bd896310a9494fd4dd9e7c0adce8d5ece11,2014-03-03 23:03:30+00:00,SQL_INJECTION,,,,
133,188a607c9c747e720f412fad5153c33e926cef51,2014-03-12 11:19:53+00:00,SQL_INJECTION,,,,
134,e59b8a8490a6a457ea6836ac27b9daa5007fdfe8,2014-03-12 13:09:04+00:00,SQL_INJECTION,,,,
135,d5481c238c053995e988af3a96d963e15c3578cf,2014-03-13 11:39:09+00:00,SQL_INJECTION,,,,
136,5ccd16e007943019079672ba615a83ca9c47a0ca,2014-03-15 01:37:08+00:00,SQL_INJECTION,,,,
137,b3def9942105bbf647239708c2e49b6ac3cc6eba,2014-03-23 21:41:14+00:00,SQL_INJECTION,,,,
138,5f2ef9ca46991057f3ea541361d08b68ca72f358,2014-03-26 21:49:30+00:00,SQL_INJECTION,,,,
139,b8aec6717813224761692f2b9dbe21fee8d40eff,2014-03-27 16:52:41+00:00,SQL_INJECTION,,,,
140,7c69b64d1d65b4078fa97d74704e8310d905c08c,2014-03-27 17:43:39+00:00,SQL_INJECTION,,,,
