,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
2631,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2015-8384,CWE-119,2015-12-02T01:59Z,HIGH,6.4
2632,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2015-8381,CWE-119,2015-12-02T01:59Z,HIGH,6.4
2633,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2016-1283,CWE-119,2016-01-03T00:59Z,HIGH,6.4
2634,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2015-8387,CWE-189,2015-12-02T01:59Z,HIGH,6.4
2635,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2015-8394,CWE-189,2015-12-02T01:59Z,HIGH,6.4
2636,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2016-3739,CWE-20,2016-05-20T14:59Z,LOW,2.9
2637,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2015-8390,CWE-119,2015-12-02T01:59Z,HIGH,6.4
2638,3b64950247b5dae0aed5b3c756d89e275f1e192b,2016-08-12 16:12:46+00:00,CVE-2016-5419,CWE-310,2016-08-10T14:59Z,MEDIUM,2.9
2639,1de8d3f3f8f873617f00a82542a3d289054ab10a,2016-08-12 19:41:46+00:00,CVE-2016-5696,CWE-200,2016-08-06T20:59Z,MEDIUM,4.9
2640,1625f2a11cbb88c4c6a508db309e24b1b0d49c59,2016-08-13 15:15:10+00:00,CVE-2016-5696,CWE-200,2016-08-06T20:59Z,MEDIUM,4.9
2641,7a8b19557fc54d2dde190270a16d397118dfcb77,2016-08-15 06:23:35+00:00,CVE-2016-5696,CWE-200,2016-08-06T20:59Z,MEDIUM,4.9
2642,c92262f5588e4d2762c19363cebdb0e2f79c1727,2016-08-16 19:42:21+00:00,CVE-2016-5696,CWE-200,2016-08-06T20:59Z,MEDIUM,4.9
2643,cf74584d0f772f3f5eccc1d30c001e4212a104fd,2016-08-22 05:19:03+00:00,CVE-2016-5404,CWE-284,2016-09-07T20:59Z,MEDIUM,2.9
2644,e26ec4c220b10a20fa7527ad7173c89c3032e480,2016-08-22 05:19:31+00:00,CVE-2016-5404,CWE-284,2016-09-07T20:59Z,MEDIUM,2.9
2645,7eb1502863408d869dc2e706a5e194ad122997bf,2016-08-22 05:20:53+00:00,CVE-2016-5404,CWE-284,2016-09-07T20:59Z,MEDIUM,2.9
2646,4bdf58352b62c4d0a2cdc6c76f5361889463eb9a,2016-08-26 13:54:03+00:00,SQL_INJECTION,,,,
2647,5b1057c59c7b37751f76786316883d09caab7108,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2648,2955e36d645458ff6392d1cc2399d04a82584121,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2649,918e9111550ba4856853bd8546a62ba4f7fa8686,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2650,2e32affacfb4fc351081aae1c52259ad5ccca05b,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2651,88d7a045ab49d77c15d7d6267f98a59f297ddbc3,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2652,26cbee0a877f49719737cd06a04fc8c7c07e86a9,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2653,30d2a6dcaf09340829cd70ee8a15a4941ca7161a,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2654,1ab75e0d18774a6e9bbbb7b739669e2e394dcec0,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2655,34419f1bbd5515f6805047f3f6064c8eee0a3853,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2656,fe3858c7ce6703e27f86583d7f022cecf7329ae4,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2657,dc1f7be5370f696851f6baf83a3d6370c3f36659,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2658,04dc06d4c2ab3a07754cbaa5f06d36a7963b5dec,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2659,eddf718206822ed79571de98d1b26354168c8b5c,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
2660,65600a03d8a0f4b127ab105a94b2ac84202ee846,2016-08-30 10:12:55+00:00,CVE-2016-1241,CWE-200,2016-09-07T19:28Z,LOW,2.9
