CWE-20,62
CWE-601,35
NVD-CWE-noinfo,34
CWE-200,18
CWE-399,17
CWE-400,17
CWE-426,16
CWE-189,14
CWE-79,14
CWE-185,12
CWE-295,12
CWE-310,10
CWE-787,10
CWE-264,10
CWE-119,8
CWE-798,8
CWE-254,8
CWE-909,8
CWE-190,6
CWE-284,5
NVD-CWE-Other,4
CWE-74,4
CWE-326,4
CWE-416,3
CWE-681,2
CWE-125,2
CWE-120,2
CWE-476,2
CWE-17,2
CWE-59,1
CWE-693,1
CWE-835,1
CWE-287,1
CWE-19,1
CWE-16,1
CWE-320,1
