,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
117,34797ad365a820505236f3814df1cf5d299f376c,2017-09-21 19:09:22-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
118,07b0d933b523b22464c72e0dd85bc413f455b72f,2017-09-22 01:37:19-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
119,fc805edf904ec712769fd2806c4154efba83b45d,2017-09-22 01:43:48-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
120,3efcb46a3d5202ffe25b03f7a35d862949768254,2017-09-22 03:46:53-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
121,40e32546f5041fd848ffd2f232850a9c51feb59c,2017-09-22 07:54:05-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
122,239332eed3fa870fd41be83864882c0f389840d8,2017-09-25 00:42:34-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
123,ba56027e7be613b1cdd161d8af7afce1ee459e68,2017-09-25 10:09:01-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
124,80ef42d6555ad64eb8e2b7e4e8333fd7ac218ee2,2017-09-25 10:10:46-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
125,00106a1b940c98149a1f71511dca353fb0225cf5,2017-09-25 10:11:43-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
126,7d4ad67b8fa0124680eebb20f39f0eb06c524e58,2017-09-28 10:01:01-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
127,0190b014508c30cad86e55663010ba63f64c1016,2017-10-12 09:10:00-07:00,CVE-2017-9050,CWE-125,2017-05-18T06:29Z,MEDIUM,3.6
128,6e8508734b070b30db9259b64bb748fb2a5a1bfb,2017-11-01 08:34:17-07:00,SQL_INJECTION,,,,
129,29c97fa6b7067c06f5effb2136161d9564ccd5b6,2017-11-01 08:53:15-07:00,SQL_INJECTION,,,,
130,07e7900c3baf4ec25881819aa9b091436a613a8d,2017-11-07 08:34:00-08:00,SQL_INJECTION,,,,
131,a55be07ea52546568d45540c1d0a0c4a3e9f1e48,2017-11-16 23:51:50-08:00,SQL_INJECTION,,,,
132,b16343b6924537a291eccb98b04ba4920d92a47d,2018-01-17 00:13:07-08:00,CVE-2017-0917,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
133,b16343b6924537a291eccb98b04ba4920d92a47d,2018-01-17 00:13:07-08:00,CVE-2017-0917,CWE-20,2018-03-21T20:29Z,MEDIUM,2.7
134,bdac13a983758d2b8bc0746b0b2a1c5e9837b761,2018-01-17 21:35:53-08:00,CVE-2017-0917,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
135,bdac13a983758d2b8bc0746b0b2a1c5e9837b761,2018-01-17 21:35:53-08:00,CVE-2017-0917,CWE-20,2018-03-21T20:29Z,MEDIUM,2.7
136,e7074c5cdb1973ede8da4713ad079d2afa850cc8,2018-01-22 12:53:17-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
137,ad0f44843d5bad52b09210ca019fa77308d0c778,2018-01-22 13:26:47-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
138,a250089a40f76726cf5980a1f454e600037835aa,2018-01-22 13:40:46-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
139,c49cb29ddf3368daf279bd60c007f9c015bc834c,2018-01-22 14:49:30-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
140,4e66fcce29c113c81fdd10d11d7071227f20acfe,2018-01-23 05:42:22-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
141,7c61f5bbb657b83e67d51a346c8ca72b8c9c778c,2018-01-25 15:57:10-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
142,2ebb425b9f85414c1283e73a252b7572a63502da,2018-01-26 23:37:37-08:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
143,48cce31f1a298888408733c1cd367249a887f645,2018-01-29 13:51:10-08:00,CVE-2016-7401,CWE-254,2016-10-03T18:59Z,MEDIUM,3.6
144,568aa28f78010f0d70e238af16db2accafa6aa5d,2018-01-29 14:09:41-08:00,CVE-2016-7401,CWE-254,2016-10-03T18:59Z,MEDIUM,3.6
145,e1c069e21f5a7a2ad8166fb66b0c106a20e0442d,2018-02-01 00:46:05-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
146,e1c069e21f5a7a2ad8166fb66b0c106a20e0442d,2018-02-01 00:46:05-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
147,e1c069e21f5a7a2ad8166fb66b0c106a20e0442d,2018-02-01 00:46:05-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
148,af33fb250e9847f1ca8c0ba0d72671d76659704f,2018-02-01 06:05:14-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
149,c37bb28677295f6edda61d8ac461014ef0d3aeb2,2018-02-01 06:13:59-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
150,57b95fedad5e0b83fc9c81466b7d1751c6427aae,2018-02-01 06:18:33-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
151,66119ed64233c3abe586606a9e81a75edc2a6a92,2018-02-01 07:14:17-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
152,ab505a272fa2934371eccb254a66d16f73023c63,2018-02-01 07:16:35-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
153,01448a97e075df08ed0f89c443ee35e649dfb630,2018-02-01 07:16:48-08:00,CVE-2018-6188,CWE-200,2018-02-05T03:29Z,MEDIUM,3.6
154,f4bd51da1e4236fce5d46d76136bb2ef4a0e51ed,2018-02-01 08:54:22-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
155,f4bd51da1e4236fce5d46d76136bb2ef4a0e51ed,2018-02-01 08:54:22-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
156,f4bd51da1e4236fce5d46d76136bb2ef4a0e51ed,2018-02-01 08:54:22-08:00,CVE-2017-0889,CWE-918,2017-11-13T17:29Z,HIGH,5.9
157,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 14:47:47-08:00,CVE-2015-8861,CWE-79,2017-01-23T21:59Z,MEDIUM,2.7
158,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 14:47:47-08:00,CVE-2015-8857,CWE-254,2017-01-23T21:59Z,HIGH,5.9
159,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 14:47:47-08:00,CVE-2015-8858,CWE-399,2017-01-23T21:59Z,HIGH,3.6
160,c19edffb8cf846010b1db58c8d81cc132535131e,2018-02-23 14:47:47-08:00,CVE-2017-1000427,CWE-79,2018-01-02T23:29Z,MEDIUM,2.7
161,abf89d729f210c692a50e0ad3f75fb6bec6fae16,2018-02-27 10:54:19-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
162,a91436360b79a6ff995c3e5018bcc666dfaf1539,2018-02-27 10:56:26-08:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
163,c90d335e588705185ed9320649dbc41bf4dcc7c9,2018-03-01 16:57:38-08:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
164,e4db0f28d29e391108154d57606f3cb2c48d67e2,2018-03-01 17:32:08-08:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
165,2e077d13fee24b7908371f475c67f4e83d860f94,2018-03-06 00:37:31-08:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
166,2e077d13fee24b7908371f475c67f4e83d860f94,2018-03-06 00:37:31-08:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
167,a1333e38b45a092e2c3413f96bb5e297c8d1a957,2018-03-06 05:23:20-08:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
168,a1333e38b45a092e2c3413f96bb5e297c8d1a957,2018-03-06 05:23:20-08:00,CVE-2017-18214,CWE-400,2018-03-04T21:29Z,MEDIUM,3.6
169,8618271caa0b09daba39ff3b46567d33ae1e1d3a,2018-03-06 05:30:40-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
170,97b7dd59bb8d6163239061e2022153c3415d146d,2018-03-06 05:30:40-08:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
171,e157315da3ae7005fa0683ffc9751dbeca7306c8,2018-03-06 05:52:23-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
172,94c5da1d17a6b0d378866c66b605102c19f7988c,2018-03-06 05:52:23-08:00,CVE-2018-7537,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
173,5bbbdd26d1ea4f3bb164ad64b0d0d458d8bfdd02,2018-03-06 09:59:36-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
174,7636aca6771649c41df96fd4a6eb3226a1c5a4fa,2018-03-06 10:04:28-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
175,c8e5c1f4205078d8b58420cc585917384e51dab2,2018-03-06 10:04:55-08:00,CVE-2018-7536,CWE-185,2018-03-09T20:29Z,MEDIUM,1.4
176,2dca1bc04d82ebcf9629a51c5ea285957a5fccda,2018-03-14 11:13:28-07:00,CVE-2017-11428,CWE-287,2019-04-17T14:29Z,HIGH,5.9
177,2dca1bc04d82ebcf9629a51c5ea285957a5fccda,2018-03-14 11:13:28-07:00,CVE-2017-11430,CWE-287,2019-04-17T14:29Z,HIGH,5.9
178,43256e718efab398741d9ab4c292bc3355507c8b,2018-03-15 02:19:37-07:00,CVE-2017-0927,CWE-863,2018-03-21T20:29Z,MEDIUM,3.6
179,43256e718efab398741d9ab4c292bc3355507c8b,2018-03-15 02:19:37-07:00,CVE-2017-0923,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
180,9b2af253586982ce9f5c3ea487bdc32622797f08,2018-03-15 15:43:25-07:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
181,60a23ee1a741207b0ea8639b273b05a78b94b5ce,2018-03-16 06:33:02-07:00,CVE-2018-1000006,CWE-78,2018-01-24T23:29Z,HIGH,5.9
182,417e4b83968eb433ac4712241caadfa5e28eb6f3,2018-03-19 04:12:49-07:00,CVE-2017-0927,CWE-863,2018-03-21T20:29Z,MEDIUM,3.6
183,417e4b83968eb433ac4712241caadfa5e28eb6f3,2018-03-19 04:12:49-07:00,CVE-2017-0923,CWE-79,2018-03-21T20:29Z,MEDIUM,2.7
184,b37f361ad74e531a8e3e1f34cfd17b3e0b7d8e69,2018-03-20 03:20:56-07:00,SQL_INJECTION,,,,
185,4608bbc8d97b381b9d1431aecf358d554bc8d47b,2018-03-20 04:51:46-07:00,SQL_INJECTION,,,,
186,25295129dc436a0e6b0ac454d6ca6f374c10c845,2018-03-20 05:28:46-07:00,SQL_INJECTION,,,,
187,52ffaa1b25f09f34add73085adb4fd6a0f4f7139,2018-03-20 05:45:22-07:00,SQL_INJECTION,,,,
188,1f388fd13b4cc96fd7b12122b71a3b0ec2f381dd,2018-03-21 08:19:19-07:00,CVE-2018-8048,CWE-79,2018-03-27T17:29Z,MEDIUM,2.7
